Time (s),Gyroscope X (deg/s),Gyroscope Y (deg/s),Gyroscope Z (deg/s),Accelerometer X (g),Accelerometer Y (g),Accelerometer Z (g),Magnetometer X (uT),Magnetometer Y (uT),Magnetometer Z (uT),Barometer (hPa)
0.504445553,-2.529259,-0.4262576,-0.6587355,-0.4739946,0.1305034,0.8469056,27.3503,-44.51669,-29.11,1001.552
0.506942749,-2.777107,-0.4262576,-0.7199357,-0.4735054,0.1305268,0.8478605,27.3503,-44.51669,-29.11,1001.552
0.509439945,-2.777107,-0.4262576,-0.5363351,-0.4740963,0.1357515,0.8401809,27.3503,-44.51669,-29.11,1001.552
0.511937618,-2.529259,-0.4262576,-0.5363351,-0.4716145,0.1333324,0.8368531,27.3503,-44.51669,-29.11,1001.552
0.514434814,-2.405334,-0.3666984,-0.4751349,-0.4740417,0.1322642,0.8335185,27.3503,-44.51669,-29.11,1001.552
0.516932011,-2.467297,-0.6049355,-0.3527345,-0.4717273,0.1396412,0.8368081,27.3503,-44.51669,-29.11,1001.552
0.519429207,-2.715145,-0.6644948,-0.4139347,-0.4711854,0.1373735,0.8478103,27.3503,-44.51669,-29.11,1001.552
0.521926880,-2.839069,-0.4262576,-0.4139347,-0.4716846,0.137816,0.8454191,27.3503,-44.51669,-29.11,1001.552
0.524424076,-3.086917,-0.4262576,-0.4139347,-0.4707536,0.1402313,0.843013,27.3503,-44.51669,-29.11,1001.552
0.526921272,-3.272804,-0.6644948,-0.5363351,-0.4741622,0.1396854,0.8439742,27.3503,-44.51669,-29.11,1001.552
0.529418468,-3.396728,-0.7240542,-0.5975353,-0.4747249,0.1434864,0.8386931,27.3503,-44.51669,-29.11,1001.552
0.531916141,-3.706538,-0.7240542,-0.7199357,-0.4678077,0.1393044,0.8415849,27.3503,-44.51669,-29.11,1001.552
0.534412384,-3.892425,-0.7240542,-0.7199357,-0.4658371,0.1383758,0.8415904,27.3503,-44.51669,-29.11,1001.552
0.536910057,-4.326159,-0.7240542,-0.7811359,-0.4643353,0.1364984,0.8439912,27.3503,-44.51669,-29.11,1001.552
0.539407253,-4.264197,-0.7240542,-0.8423361,-0.4722317,0.1406207,0.8382345,27.3503,-44.51669,-29.11,1001.544
0.541904449,-4.450083,-0.6644948,-0.9035363,-0.4677986,0.1388256,0.842066,27.3503,-44.51669,-29.11,1001.544
0.544401646,-4.697932,-0.7836134,-0.8423361,-0.4706368,0.1339804,0.8473566,27.3503,-44.51669,-29.11,1001.544
0.546899319,-4.94578,-0.902732,-0.8423361,-0.4696459,0.1329857,0.8440194,27.3503,-44.51669,-29.11,1001.544
0.549396515,-5.069705,-0.7240542,-1.025937,-0.4672391,0.1349795,0.8440037,27.3503,-44.51669,-29.11,1001.544
